"qb","first_name","last_name","season","games_started","spread_val","spread_val_wow","spread_val_ytd","rank","win_pct","average_qb_elo","average_qb_elo_era_adj","headshot_url","team","gsis_id","espn_id","birth_date","height","weight","jersey_number","college","unique_id","position","qb_plays","pass_atts","pass_comp","inc","int","td","passing_yards","sacks","sack_yards","rush_atts","rush_yards","rush_tds","yards_p_att","td_rate","int_rate","comp_pct","td_int_net_rate","yards_per_carry","any_a","passer_rating","adot","v_sticks","cpoe","total_epa","avg_epa","succsess_rate","qb_rush_epa_delta","sack_epa_delta","incomplete_epa_delta","interception_epa_delta","completion_air_epa_delta","completion_yac_epa_delta","net_penalty_epa_delta","other_outcome_epa_delta","wpa","wins","losses","ties","comebacks","total_wpa","games_played","qbr_total","team_nick","team_logo_espn","team_color","team_color2"
"C.J. Stroud","Coleridge","Stroud","2024","10","-1.4064505999999994","-0.5207871999999998","-1.6592859999999996","21.0","0.6","116.5662939","-52.9172511","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fbk2eqpo54lawppgetjn","HOU","00-0039163","4432577.0","2001-10-03","75.0","218.0","7.0","Ohio State","00-0039163_2024","#7","386.0","328","207.0","115.0","6.0","12.0","2371.0","34.0","-269.0","25","154.0","0.0","7.228658536585366","0.0365853658536585","0.0182926829268292","0.6310975609756098","0.0182926829268292","6.16","5.723756906077348","89.3673780487805","8.338414634146341","-1.0731707317073171","-1.6063641751592357","11.359725503900002","0.0277066475704878","0.4292682926829268","-0.0340181625304607","-0.0450297952154248","-0.0006150841014835","0.0108226124059548","0.0366143001639327","-0.0055868879745722","0.0093401258510824","2.612729092745563e-05","0.0016659133101926","6","4","0","0","0.683024457179","10","54.7","Texans","https://a.espncdn.com/i/teamlogos/nfl/500/hou.png","#03202F","#A71930"
"Tyler Huntley","Tyler","Huntley","2024","2","-1.674629","-0.4225972000000002","-0.4823824000000002","22.0","0.5","61.7241665","-107.7593785","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ex2ygunvni5o5aabnhbq","MIA","00-0035993","4035671.0","1998-02-03","73.0","205.0","18.0","Utah","00-0035993_2024","#18","80.0","66","39.0","26.0","1.0","1.0","377.0","7.0","-45.0","14","67.0","1.0","5.712121212121212","0.0151515151515151","0.0151515151515151","0.5909090909090909","0.0","4.785714285714286","4.205479452054795","73.86363636363636","9.181818181818182","-0.4696969696969697","-5.230011746031746","-8.551025644000001","-0.0909683579148936","0.351063829787234","-0.0099022384915401","-0.007835542577127","-0.0113573052867455","0.0341956288512065","-0.128610740643597","-0.0591232373257399","0.0354855426725666","2.612729092745563e-05","-0.0025260944137234","1","2","0","1","-0.2374528748899999","3","","Dolphins","https://a.espncdn.com/i/teamlogos/nfl/500/mia.png","#008E97","#F58220"
"Sam Darnold","Sam","Darnold","2024","9","-1.6896934","-0.4363135999999997","0.5697979999999996","22.0","0.7777777777777778","147.76142562222222","-21.72211937777777","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/agjgfwk9jk9ufoac2vpd","MIN","00-0034869","3912547.0","1997-06-05","75.0","225.0","14.0","Southern California","00-0034869_2024","#14","302.0","260","179.0","71.0","10.0","17.0","2141.0","26.0","-176.0","24","159.0","0.0","8.234615384615385","0.0653846153846153","0.0384615384615384","0.6884615384615385","0.0269230769230769","6.625","6.486013986013986","99.5352564102564","8.884615384615385","-0.3115384615384615","7.292643756147541","26.922288547","0.0808477133543543","0.5015015015015015","0.0124286328690118","-0.0387829209331425","0.0233899535689185","-0.058228911881015","0.1370386677923814","-0.0573205290425024","0.006050166996252","0.0001192414470836","0.0029492789171681","7","2","0","0","0.982109879417","9","54.7","Vikings","https://a.espncdn.com/i/teamlogos/nfl/500/min.png","#4F2683","#FFC62F"
"Andy Dalton","Andrew","Dalton","2024","5","-1.8383174","-0.7372900000000004","-0.4456611999999995","24.0","0.2","114.230635","-55.25291","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/az1zo7fl2tozg50tgs0d","CAR","00-0027973","14012.0","1987-10-29","74.0","220.0","14.0","Texas Christian","00-0027973_2024","#14","173.0","160","106.0","48.0","6.0","7.0","989.0","7.0","-37.0","7","38.0","0.0","6.18125","0.04375","0.0375","0.6625","0.0062499999999999","5.428571428571429","4.922155688622754","82.00520833333333","6.6375","-2.0625","-1.1419992371794871","-21.7098012246","-0.1186327935770491","0.4207650273224044","-0.0417483486851455","0.051667583669821","0.0026011475210674","-0.0927006846472238","-0.0060490150034389","-0.0889858226390465","0.0004028053106319","2.612729092745563e-05","-0.0003649764588224","1","5","0","0","-0.0667906919644999","6","55.0","Panthers","https://a.espncdn.com/i/teamlogos/nfl/500-dark/car.png","#0085CA","#000000"
"Daniel Jones","Daniel","Jones","2024","10","-1.9624094","-0.2470420000000001","-0.4770531999999997","23.0","0.2","108.8984852","-60.58505979999999","https://static.www.nfl.com/image/private/f_auto,q_auto/league/zrhniboizqpxtdyz6gez","NYG","00-0035710","3917792.0","1997-05-27","77.0","220.0","8.0","Duke","00-0035710_2024","#8","381.0","337","216.0","114.0","7.0","8.0","2070.0","29.0","-172.0","59","274.0","2.0","6.142433234421365","0.0237388724035608","0.0207715133531157","0.6409495548961425","0.0029673590504451","4.6440677966101696","4.762295081967213","80.34742828882294","7.445103857566766","-1.513353115727003","1.45712482807571","-9.7868222345","-0.0217969314799554","0.4610244988864143","0.0001751222554863","-0.009736556244378","0.0128233495642234","0.0178242202434256","-0.0263864811404221","-0.0644903321373377","-0.0081857938004466","2.612729092745563e-05","-1.1928878273051304e-05","2","8","0","1","-0.0053560663446","10","46.4","Giants","https://a.espncdn.com/i/teamlogos/nfl/500/nyg.png","#0B2265","#A71930"
"Cooper Rush","Cooper","Rush","2024","1","-2.0810857999999994","-0.4156115999999997","-0.4156115999999997","24.0","0.0","-5.191569","-174.67511399999998","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/amuag2qiwa9veml1lhvs","DAL","00-0033662","2972515.0","1993-11-21","75.0","225.0","10.0","Central Michigan","00-0033662_2024","#10","63.0","62","35.0","26.0","1.0","1.0","212.0","1.0","-10.0","3","8.0","0.0","3.419354838709677","0.0161290322580645","0.0161290322580645","0.5645161290322581","0.0","2.6666666666666665","2.8095238095238093","62.02956989247311","6.532258064516129","-1.5161290322580645","-12.68765566935484","-22.216234797","-0.3173747828142857","0.3428571428571428","0.0082535035601315","0.0377489396417179","-0.0828598009384173","0.0234765528937597","-0.1367595684733843","-0.2250549383158615","0.0016409944050894","2.612729092745563e-05","-0.0038512808111942","0","4","0","0","-0.2695896567836","4","","Cowboys","https://a.espncdn.com/i/teamlogos/nfl/500/dal.png","#002244","#B0B7BC"
"Aidan O'Connell","Aidan","O'Connell","2024","2","-2.08578284","-0.3167918400000002","-0.1594222400000001","26.0","0.0","97.7759315","-71.70761349999998","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/aphs7sdbtn8v4zo9pz6w","LV","00-0038579","4260394.0","1998-09-01","75.0","210.0","12.0","Purdue","00-0038579_2024","#12","85.0","82","52.0","28.0","2.0","2.0","455.0","3.0","-28.0","0","0.0","0.0","5.548780487804878","0.024390243902439","0.024390243902439","0.6341463414634146","0.0","","4.435294117647059","76.01626016260163","7.5","-1.7439024390243902","-2.249485401315789","-6.313290797","-0.0709358516516854","0.449438202247191","-0.0368143157255827","0.0517577259980582","-0.0646032454684334","-0.005734178679274","-0.0378939737093393","0.0142909601131914","-0.0481183587570293","2.612729092745563e-05","-0.0011255901856067","0","4","0","0","-0.100177526519","4","48.3","","","",""
"Gardner Minshew","Gardner","Minshew","2024","7","-2.1398166","-0.2829824000000002","-0.7671116000000001","28.0","0.2857142857142857","94.16130085714288","-75.32224414285713","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zn2kvriijuixffqfx7ob","LV","00-0035289","4038524.0","1996-05-16","73.0","225.0","15.0","Washington State","00-0035289_2024","#15","250.0","219","148.0","63.0","8.0","6.0","1501.0","23.0","-138.0","10","50.0","0.0","6.853881278538813","0.0273972602739726","0.0365296803652968","0.6757990867579908","-0.0091324200913242","5.0","4.640495867768595","80.86948249619482","6.63013698630137","-2.0593607305936072","1.3089844733009706","-26.925681341000004","-0.100095469669145","0.4609665427509293","-0.0388530197032779","-0.0789096460035289","0.0137156585272226","-0.0575052880356083","-0.065918382179704","0.0458635110583817","0.025426928669561","-6.864149345916148e-05","-0.0023133810811933","2","6","0","1","-0.622299510841","8","37.7","","","",""
"Malik Willis","Malik","Willis","2024","2","-2.2671592","0.5928475599999996","1.0016134","29.0","1.0","253.183275","83.69973000000002","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e6w0hpe2pzefydmhqmr7","GB","00-0038128","4242512.0","1999-05-25","73.0","215.0","2.0","Liberty","00-0038128_2024","#2","52.0","39","29.0","10.0","0.0","3.0","380.0","5.0","-16.0","14","139.0","1.0","9.743589743589745","0.0769230769230769","0.0","0.7435897435897436","0.0769230769230769","9.928571428571429","9.636363636363637","130.28846153846155","6.717948717948718","-2.871794871794872","5.6227441710526325","22.474425431","0.3684332037868852","0.4098360655737705","0.1091337532088435","0.0253684541616243","0.0706890351604117","0.0808828628937597","-0.0976904136537121","0.1707546223839042","-0.0468846452904609","2.612729092745563e-05","0.0124342980236065","3","1","0","0","0.75849217944","4","88.1","Packers","https://a.espncdn.com/i/teamlogos/nfl/500/gb.png","#203731","#FFB612"
"Deshaun Watson","Derrick","Watson","2024","7","-2.3544486","-0.1317283999999995","-2.518634","28.0","0.1428571428571428","28.56712171428571","-140.91642328571427","https://static.www.nfl.com/image/private/f_auto,q_auto/league/otfs2docj6eahaebo5xn","CLE","00-0033537","3122840.0","1995-09-14","75.0","221.0","4.0","Clemson","00-0033537_2024","#4","270.0","216","137.0","76.0","3.0","5.0","1148.0","33.0","-191.0","28","149.0","1.0","5.314814814814815","0.0231481481481481","0.0138888888888888","0.6342592592592593","0.0092592592592592","5.321428571428571","3.70281124497992","79.01234567901234","7.263888888888889","-2.810185185185185","-2.2256618547619045","-62.958992932","-0.2126993004459459","0.3479729729729729","-0.0207721209755827","-0.0894322456478573","0.0149921296837834","0.0328822014072732","-0.1705174444767627","0.0010077645892542","-0.0370391242387329","2.612729092745563e-05","-0.0038798560497003","1","6","0","0","-1.1484373907113","7","22.3","Browns","https://a.espncdn.com/i/teamlogos/nfl/500/cle.png","#FF3C00","#311D00"
"Anthony Richardson","Anthony","Richardson","2024","6","-2.5376414","-0.5676648","-1.2207148000000003","30.0","0.5","64.73150583333333","-104.75203916666663","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/areyvihumylqo7y2ehk2","IND","00-0039164","4429084.0","2002-05-22","76.0","232.0","5.0","Florida","00-0039164_2024","#5","153.0","131","59.0","65.0","7.0","4.0","958.0","9.0","-65.0","34","261.0","1.0","7.312977099236641","0.0305343511450381","0.0534351145038167","0.4503816793893129","-0.0229007633587786","7.676470588235294","4.7","57.99936386768447","13.02290076335878","3.7022900763358777","-14.6326479","-14.607941422730002","-0.0811552301262777","0.3777777777777777","0.0567630253244172","0.0325255168956862","-0.0805448777471475","-0.0742959246062403","0.0453060188193934","-0.091975721432052","-0.0251134659361804","2.6780013538566743e-05","-0.0015424810415555","3","3","0","1","-0.27764658748","6","","Colts","https://a.espncdn.com/i/teamlogos/nfl/500/ind.png","#002C5F","#a5acaf"
"Mac Jones","Michael","Jones","2024","1","-2.5563559599999994","-0.4724641600000001","-0.4724641600000001","25.0","0.0","-33.850693","-203.334238","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pedpdxybeus7mrovsoko","JAX","00-0036972","4241464.0","1998-09-05","75.0","214.0","10.0","Alabama","00-0036972_2024","#10","38.0","31","20.0","9.0","2.0","0.0","139.0","5.0","-51.0","4","8.0","1.0","4.483870967741935","0.0","0.064516129032258","0.6451612903225806","-0.064516129032258","2.0","-0.0555555555555555","47.64784946236559","6.516129032258065","-3.645161290322581","-3.50580395","-16.376041009999998","-0.3899057383333333","0.3333333333333333","0.0053665504648934","-0.1462437351201867","-0.0094012347193697","-0.0501034871062402","-0.1515754443305271","-0.131757743439671","0.037629812976518","2.612729092745563e-05","-0.0109512569867547","0","3","0","0","-0.4599527934437","3","","Jaguars","https://a.espncdn.com/i/teamlogos/nfl/500/jax.png","#006778","#000000"
"Jacoby Brissett","Jacoby","Brissett","2024","5","-2.5861878","-0.1961696","-1.6932124000000004","28.0","0.2","23.461018","-146.022527","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dps7iuuc2zwl68yppqux","NE","00-0033119","2578570.0","1992-12-11","76.0","235.0","7.0","North Carolina State","00-0033119_2024","#7","185.0","158","94.0","63.0","1.0","2.0","825.0","18.0","-119.0","12","64.0","0.0","5.2215189873417724","0.0126582278481012","0.0063291139240506","0.5949367088607594","0.0063291139240506","5.333333333333333","3.9829545454545454","75.0","6.917721518987341","-2.050632911392405","-2.542972540540541","-30.23105641308","-0.1519148563471356","0.4170854271356783","-0.0152136865215626","-0.0415459032154248","-0.0456307586054668","0.0427545277178803","-0.131732504784942","-0.0042258804506784","-0.0125013249057504","2.726146338976719e-05","-0.0041580301527638","2","4","0","1","-0.8274480004000001","6","43.8","Patriots","https://a.espncdn.com/i/teamlogos/nfl/500/ne.png","#002244","#C60C30"
"Tim Boyle","Timothy","Boyle","2024","1","-2.7610306","-0.1961448000000001","-0.1961448000000001","30.0","0.0","42.574978","-126.908567","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zmfyonfo6ohn5bxqwaxg","MIA","00-0034177","3045169.0","1994-10-03","76.0","233.0","14.0","Eastern Kentucky","00-0034177_2024","#14","28.0","25","15.0","10.0","0.0","0.0","153.0","1.0","-9.0","2","10.0","0.0","6.12","0.0","0.0","0.6","0.0","5.0","5.538461538461538","77.58333333333334","6.96","-2.64","-7.551166958333333","-5.24629533","-0.1748765109999999","0.4666666666666667","-0.0151684557255827","0.0571657467845751","-0.268947517052703","0.0808828628937597","-0.0674591020400509","-0.0308514140587186","0.0133218201193751","2.612729092745563e-05","-0.0019223745914666","0","2","0","0","-0.0576712377439999","2","","Dolphins","https://a.espncdn.com/i/teamlogos/nfl/500/mia.png","#008E97","#F58220"
"Spencer Rattler","Spencer","Rattler","2024","3","-2.9295005999999995","-0.3443467999999995","-0.9431491999999996","31.0","0.0","10.24702846666667","-159.23651653333332","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xhllpfkd4hrpbwczbca6","NO","00-0039376","4426339.0","2000-09-28","72.0","218.0","18.0","South Carolina","00-0039376_2024","#18","119.0","99","59.0","38.0","2.0","1.0","571.0","14.0","-73.0","7","62.0","0.0","5.767676767676767","0.0101010101010101","0.0202020202020202","0.5959595959595959","-0.0101010101010101","8.857142857142858","3.787610619469026","70.72811447811448","7.161616161616162","-2.484848484848485","-9.043088166666664","-53.6324075946","-0.4190031843328125","0.359375","0.0069302368994172","-0.1451361761841748","-0.045854418443328","0.0151005769562597","-0.1750773590749468","-0.0935528592618436","-0.0375927295681248","2.612729092745563e-05","-0.0064508746908578","0","3","0","0","-0.8257119604298","3","","Saints","https://a.espncdn.com/i/teamlogos/nfl/500/no.png","#D3BC8D","#000000"
"Will Levis","Will","Levis","2024","6","-3.3641403999999997","0.1690164000000004","-0.7149069999999995","26.0","0.1666666666666666","54.03576771666667","-115.44777728333332","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vr01ufscgtoagtuut9o4","TEN","00-0039152","4361418.0","1999-06-27","76.0","232.0","8.0","Kentucky","00-0039152_2024","#8","185.0","148","101.0","40.0","7.0","7.0","874.0","22.0","-119.0","21","147.0","0.0","5.905405405405405","0.0472972972972973","0.0472972972972973","0.6824324324324325","0.0","7.0","3.411764705882353","79.61711711711712","8.067567567567568","-1.7432432432432432","4.604639278169014","-34.924559345999995","-0.1746227967299999","0.41","0.0068798055494172","-0.0947839022654248","0.0513957837472969","-0.0546926561262403","-0.0571355151583843","-0.0893967424679686","0.0069308881193751","2.612729092745563e-05","-0.0067700096132449","1","5","0","0","-1.354001922649","6","31.8","Titans","https://a.espncdn.com/i/teamlogos/nfl/500/ten.png","#002244","#4B92DB"
"Caleb Williams","Caleb","Williams","2024","9","-3.4161877999999994","-0.8075279999999998","-1.4298364","27.0","0.4444444444444444","58.60868422222222","-110.87486077777776","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/idewrhb7kngpdtrvku31","CHI","00-0039918","4431611.0","2001-11-18","73.0","215.0","18.0","Southern California","00-0039918_2024","#18","354.0","293","178.0","110.0","5.0","9.0","1785.0","38.0","-259.0","34","241.0","0.0","6.092150170648464","0.030716723549488","0.0170648464163822","0.6075085324232082","0.0136518771331058","7.088235294117647","4.474320241691843","81.22155858930604","8.075085324232083","-1.0034129692832765","-1.3151672388888889","-24.36617025232","-0.0616865069678987","0.4126582278481012","-0.0076523564471017","-0.0562430290128932","-0.0203178363691587","0.0339847049190761","-0.0407299606878146","-0.0486615119397313","0.0217539432839321","2.612729092745563e-05","-0.0002652782015772","4","5","0","1","-0.1047848896229999","9","38.4","Bears","https://a.espncdn.com/i/teamlogos/nfl/500/chi.png","#0B162A","#E64100"
"Skylar Thompson","Skylar","Thompson","2024","1","-3.6436298","-0.3970556000000005","-0.3970556000000005","32.0","0.0","-38.779274","-208.262819","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pfzzkuppkzuy1obzuf0m","MIA","00-0037327","4036419.0","1997-06-04","74.0","221.0","19.0","Kansas State","00-0037327_2024","#19","40.0","33","21.0","12.0","0.0","0.0","187.0","6.0","-44.0","1","4.0","0.0","5.666666666666667","0.0","0.0","0.6363636363636364","0.0","4.0","3.6666666666666665","78.72474747474747","6.96969696969697","-2.393939393939394","2.22614959375","-17.97497826342","-0.4384141039858536","0.2926829268292683","-0.0968391352377778","-0.1797035076056688","-0.1144781592722152","0.0808828628937597","-0.132577591566555","-0.0320417362782308","-0.0198363948220882","2.612729092745563e-05","-0.0049093696029268","0","2","0","0","-0.20128415372","2","","Dolphins","https://a.espncdn.com/i/teamlogos/nfl/500/mia.png","#008E97","#F58220"
"Bryce Young","Bryce","Young","2024","5","-3.837875","0.2349812000000002","-0.2248903999999998","28.0","0.4","53.5997478","-115.88379719999998","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gdmtmmviwadpobyjogal","CAR","00-0039150","4685720.0","2001-07-25","70.0","194.0","9.0","Alabama","00-0039150_2024","#9","176.0","153","92.0","55.0","6.0","4.0","820.0","11.0","-65.0","13","74.0","1.0","5.359477124183006","0.0261437908496732","0.0392156862745098","0.6013071895424836","-0.0130718954248366","5.6923076923076925","3.4451219512195124","66.89814814814814","7.810457516339869","-1.1111111111111112","-3.432507341379311","-47.027144984","-0.2514820587379679","0.3529411764705882","-0.0085246196132832","0.002957310153559","-0.0492400348441469","-0.0427100563575772","-0.0785824162771276","-0.1067350991175421","-0.0248266821266141","2.612729092745563e-05","-0.0046274253130058","2","5","0","1","-0.8653285335320999","7","","Panthers","https://a.espncdn.com/i/teamlogos/nfl/500-dark/car.png","#0085CA","#000000"
